#organism_name	refseq_category	assembly_level	ftp_genome
Geobacillus_caldoxylosilyticus	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/313/345/GCF_000313345.1_CIC9_01/GCF_000313345.1_CIC9_01_genomic.fna.gz
Clostridiaceae_bacterium_JC118	representative genome	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/313/565/GCF_000313565.1_ASM31356v2/GCF_000313565.1_ASM31356v2_genomic.fna.gz
Alcaligenes_sp_HPC1271	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/313/875/GCF_000313875.1_ASM31387v1/GCF_000313875.1_ASM31387v1_genomic.fna.gz
Citrobacter_sp_L17	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/313/895/GCF_000313895.1_L17dn/GCF_000313895.1_L17dn_genomic.fna.gz
Catellicoccus_marimammalium	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/313/915/GCF_000313915.1_CMarimammalium1.0/GCF_000313915.1_CMarimammalium1.0_genomic.fna.gz
Spirulina_subsalsa	representative genome	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/314/005/GCF_000314005.1_ASM31400v1/GCF_000314005.1_ASM31400v1_genomic.fna.gz
Streptococcus_sp_F0441	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/314/775/GCF_000314775.2_Strept_sp_F0441_V1/GCF_000314775.2_Strept_sp_F0441_V1_genomic.fna.gz
Streptococcus_sp_F0442	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/314/795/GCF_000314795.2_Strept_sp_F0442_V1/GCF_000314795.2_Strept_sp_F0442_V1_genomic.fna.gz
Providencia_burhodogranariea	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/314/855/GCF_000314855.2_ASM31485v2/GCF_000314855.2_ASM31485v2_genomic.fna.gz
Glaciecola_agarilytica	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/314/935/GCF_000314935.1_ASM31493v1/GCF_000314935.1_ASM31493v1_genomic.fna.gz
Glaciecola_chathamensis	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/314/955/GCF_000314955.1_ASM31495v1/GCF_000314955.1_ASM31495v1_genomic.fna.gz
Glaciecola_lipolytica	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/314/975/GCF_000314975.1_ASM31497v1/GCF_000314975.1_ASM31497v1_genomic.fna.gz
Glaciecola_arctica	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/314/995/GCF_000314995.1_ASM31499v1/GCF_000314995.1_ASM31499v1_genomic.fna.gz
Glaciecola_mesophila	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/315/015/GCF_000315015.1_ASM31501v1/GCF_000315015.1_ASM31501v1_genomic.fna.gz
Glaciecola_pallidula	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/315/035/GCF_000315035.1_ASM31503v1/GCF_000315035.1_ASM31503v1_genomic.fna.gz
Glaciecola_polaris	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/315/055/GCF_000315055.1_ASM31505v1/GCF_000315055.1_ASM31505v1_genomic.fna.gz
Glaciecola_psychrophila	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/347/635/GCF_000347635.1_ASM34763v1/GCF_000347635.1_ASM34763v1_genomic.fna.gz
Aeromonas_aquariorum	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/315/195/GCF_000315195.1_ASM31519v1/GCF_000315195.1_ASM31519v1_genomic.fna.gz
Paenibacillus_popilliae	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/315/235/GCF_000315235.1_ASM31523v1/GCF_000315235.1_ASM31523v1_genomic.fna.gz
Desulfotomaculum_hydrothermale	representative genome	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/315/365/GCF_000315365.1_ASM31536v1/GCF_000315365.1_ASM31536v1_genomic.fna.gz
Selenomonas_sp_F0473	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/315/545/GCF_000315545.1_Seleno_sp_F0473_V1/GCF_000315545.1_Seleno_sp_F0473_V1_genomic.fna.gz
Mastigocladopsis_repens	representative genome	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/315/565/GCF_000315565.1_ASM31556v1/GCF_000315565.1_ASM31556v1_genomic.fna.gz
Fischerella_sp_PCC_9339	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/315/585/GCF_000315585.1_ASM31558v1/GCF_000315585.1_ASM31558v1_genomic.fna.gz
Paenibacillus_sp_PAMC_26794	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/316/035/GCF_000316035.1_Draft_genome_sequence_of_PAMC_26794/GCF_000316035.1_Draft_genome_sequence_of_PAMC_26794_genomic.fna.gz
Leptolyngbya_sp_PCC_7375	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/316/115/GCF_000316115.1_ASM31611v1/GCF_000316115.1_ASM31611v1_genomic.fna.gz
Vibrio_sp_712i1	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/316/925/GCF_000316925.1_712i1/GCF_000316925.1_712i1_genomic.fna.gz
Staphylococcus_sp_E463	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/316/945/GCF_000316945.1_E463/GCF_000316945.1_E463_genomic.fna.gz
Pseudomonas_sp_313	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/316/965/GCF_000316965.1_313/GCF_000316965.1_313_genomic.fna.gz
Vibrio_sp_624788	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/316/985/GCF_000316985.1_Draft/GCF_000316985.1_Draft_genomic.fna.gz
Pelosinus_sp_HCF1	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/005/GCF_000317005.1_Hcf1DRAFT/GCF_000317005.1_Hcf1DRAFT_genomic.fna.gz
Pleurocapsa_minor	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/025/GCF_000317025.1_ASM31702v1/GCF_000317025.1_ASM31702v1_genomic.fna.gz
Lactobacillus_saerimneri	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/165/GCF_000317165.1_O1P2RL8/GCF_000317165.1_O1P2RL8_genomic.fna.gz
Pseudomonas_sp_M1	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/185/GCF_000317185.3_M1_v2.0/GCF_000317185.3_M1_v2.0_genomic.fna.gz
Fischerella_muscicola	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/205/GCF_000317205.1_FisPCC7414_1.0/GCF_000317205.1_FisPCC7414_1.0_genomic.fna.gz
Chlorogloeopsis_sp_PCC_9212	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/265/GCF_000317265.1_ChlPCC9212_1.0/GCF_000317265.1_ChlPCC9212_1.0_genomic.fna.gz
Chlorogloeopsis_fritschii	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/285/GCF_000317285.1_ChlPCC6912_1.0/GCF_000317285.1_ChlPCC6912_1.0_genomic.fna.gz
Calothrix_parietina	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/435/GCF_000317435.1_ASM31743v1/GCF_000317435.1_ASM31743v1_genomic.fna.gz
Prevotella_sp_oral_taxon_473	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/318/095/GCF_000318095.2_ASM31809v2/GCF_000318095.2_ASM31809v2_genomic.fna.gz
Corynebacterium_durum	representative genome	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/318/135/GCF_000318135.1_ASM31813v1/GCF_000318135.1_ASM31813v1_genomic.fna.gz
Selenomonas_sp_oral_taxon_138	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/318/175/GCF_000318175.2_ASM31817v2/GCF_000318175.2_ASM31817v2_genomic.fna.gz
Prevotella_saccharolytica	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/318/195/GCF_000318195.2_ASM31819v2/GCF_000318195.2_ASM31819v2_genomic.fna.gz
Porphyromonas_catoniae	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/318/215/GCF_000318215.2_ASM31821v2/GCF_000318215.2_ASM31821v2_genomic.fna.gz
Neisseria_sp_oral_taxon_020	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/318/235/GCF_000318235.2_ASM31823v2/GCF_000318235.2_ASM31823v2_genomic.fna.gz
Capnocytophaga_sp_oral_taxon_380	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/318/255/GCF_000318255.2_ASM31825v2/GCF_000318255.2_ASM31825v2_genomic.fna.gz
Capnocytophaga_sp_oral_taxon_332	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/318/275/GCF_000318275.2_ASM31827v2/GCF_000318275.2_ASM31827v2_genomic.fna.gz
Capnocytophaga_sp_oral_taxon_326	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/318/295/GCF_000318295.1_ASM31829v1/GCF_000318295.1_ASM31829v1_genomic.fna.gz
Capnocytophaga_sp_oral_taxon_324	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/318/315/GCF_000318315.2_ASM31831v2/GCF_000318315.2_ASM31831v2_genomic.fna.gz
Actinomyces_sp_oral_taxon_181	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/318/335/GCF_000318335.2_ASM31833v2/GCF_000318335.2_ASM31833v2_genomic.fna.gz
Pediococcus_lolii	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/319/265/GCF_000319265.1_Plo_1.0/GCF_000319265.1_Plo_1.0_genomic.fna.gz
Bacillus_sp_WBUNB004	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/319/755/GCF_000319755.1_WBUNB004ver01/GCF_000319755.1_WBUNB004ver01_genomic.fna.gz
Cupriavidus_sp_HMR_1	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/319/775/GCF_000319775.1_ASM31977v1/GCF_000319775.1_ASM31977v1_genomic.fna.gz
Moraxella_macacae	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/320/365/GCF_000320365.1_MorMac1.0/GCF_000320365.1_MorMac1.0_genomic.fna.gz
Peptoniphilus_sp_JC140	representative genome	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/025/GCF_000321025.1_ASM32102v1/GCF_000321025.1_ASM32102v1_genomic.fna.gz
Bacillus_sp_AP8	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/185/GCF_000321185.1_ASM32118v1/GCF_000321185.1_ASM32118v1_genomic.fna.gz
Alistipes_sp_AP11	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/205/GCF_000321205.1_ASM32120v1/GCF_000321205.1_ASM32120v1_genomic.fna.gz
Holdemania_sp_AP2	representative genome	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/327/285/GCF_000327285.1_ASM32728v1/GCF_000327285.1_ASM32728v1_genomic.fna.gz
Mycoplasma_sp_G5847	representative genome	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/327/395/GCF_000327395.1_ASM32739v1/GCF_000327395.1_ASM32739v1_genomic.fna.gz
Haloferax_sp_BAB2207	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/328/285/GCF_000328285.1_Haloferax_sp._BAB2207_V.1/GCF_000328285.1_Haloferax_sp._BAB2207_V.1_genomic.fna.gz
Halobacillus_sp_BAB_2008	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/328/325/GCF_000328325.1_Halobacillus_sp._BAB-2008v3.1/GCF_000328325.1_Halobacillus_sp._BAB-2008v3.1_genomic.fna.gz
Nitrosopumilus_sp_AR	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/328/925/GCF_000328925.1_NAR/GCF_000328925.1_NAR_genomic.fna.gz
Nitrosopumilus_sp_SJ	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/328/945/GCF_000328945.1_NSJ/GCF_000328945.1_NSJ_genomic.fna.gz
Salinicoccus_carnicancri	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/330/705/GCF_000330705.1_Crm/GCF_000330705.1_Crm_genomic.fna.gz
Sandarakinorhabdus_sp_AAP62	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/331/225/GCF_000331225.1_SanAAP62ver1.0/GCF_000331225.1_SanAAP62ver1.0_genomic.fna.gz
Blastomonas_sp_AAP53	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/331/245/GCF_000331245.1_BlaAAP53ver1.0/GCF_000331245.1_BlaAAP53ver1.0_genomic.fna.gz
Porphyrobacter_sp_AAP82	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/331/285/GCF_000331285.1_PorAAP82ver1.0/GCF_000331285.1_PorAAP82ver1.0_genomic.fna.gz
Calothrix_sp_PCC_7103	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/331/305/GCF_000331305.1_ASM33130v1/GCF_000331305.1_ASM33130v1_genomic.fna.gz
Bacillus_sp_ZYK	representative genome	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/331/575/GCF_000331575.1_ASM33157v1/GCF_000331575.1_ASM33157v1_genomic.fna.gz
Wolbachia_endosymbiont_of_Diaphorina_citri	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/331/595/GCF_000331595.1_wACP3/GCF_000331595.1_wACP3_genomic.fna.gz
Clostridium_stercorarium	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/331/995/GCF_000331995.1_ASM33199v1/GCF_000331995.1_ASM33199v1_genomic.fna.gz
Gloeocapsa_sp_PCC_73106	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/035/GCF_000332035.1_ASM33203v1/GCF_000332035.1_ASM33203v1_genomic.fna.gz
Xenococcus_sp_PCC_7305	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/055/GCF_000332055.1_ASM33205v1/GCF_000332055.1_ASM33205v1_genomic.fna.gz
Synechocystis_sp_PCC_7509	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/075/GCF_000332075.2_ASM33207v2/GCF_000332075.2_ASM33207v2_genomic.fna.gz
Leptolyngbya_sp_PCC_6406	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/095/GCF_000332095.2_ASM33209v2/GCF_000332095.2_ASM33209v2_genomic.fna.gz
Anabaena_sp_PCC_7108	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/135/GCF_000332135.1_ASM33213v1/GCF_000332135.1_ASM33213v1_genomic.fna.gz
Oscillatoria_formosa	representative genome	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/155/GCF_000332155.1_ASM33215v1/GCF_000332155.1_ASM33215v1_genomic.fna.gz
Pseudanabaena_sp_PCC_6802	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/175/GCF_000332175.1_ASM33217v1/GCF_000332175.1_ASM33217v1_genomic.fna.gz
Pleurocapsa_sp_PCC_7319	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/195/GCF_000332195.1_ASM33219v1/GCF_000332195.1_ASM33219v1_genomic.fna.gz
Pseudanabaena_biceps	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/215/GCF_000332215.1_ASM33221v1/GCF_000332215.1_ASM33221v1_genomic.fna.gz
Microchaete_sp_PCC_7126	representative genome	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/295/GCF_000332295.1_ASM33229v1/GCF_000332295.1_ASM33229v1_genomic.fna.gz
Prochlorothrix_hollandica	representative genome	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/315/GCF_000332315.1_ASM33231v1/GCF_000332315.1_ASM33231v1_genomic.fna.gz
Oscillatoria_sp_PCC_10802	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/335/GCF_000332335.1_ASM33233v1/GCF_000332335.1_ASM33233v1_genomic.fna.gz
Geitlerinema_sp_PCC_7105	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/355/GCF_000332355.1_ASM33235v1/GCF_000332355.1_ASM33235v1_genomic.fna.gz
Leptospira_terpstrae	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/495/GCF_000332495.1_gls454203v02/GCF_000332495.1_gls454203v02_genomic.fna.gz
Leptospira_wolbachii	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/515/GCF_000332515.2_gls454195v02/GCF_000332515.2_gls454195v02_genomic.fna.gz
Leptospira_alstoni	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/555/GCF_000332555.2_gls454193v02/GCF_000332555.2_gls454193v02_genomic.fna.gz
Arthrobacter_sp_SJCon	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/815/GCF_000332815.1_Whole_genome_assembly/GCF_000332815.1_Whole_genome_assembly_genomic.fna.gz
Gordonia_aichiensis	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/975/GCF_000332975.1_ASM33297v1/GCF_000332975.1_ASM33297v1_genomic.fna.gz
Gordonia_amicalis	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/995/GCF_000332995.1_ASM33299v1/GCF_000332995.1_ASM33299v1_genomic.fna.gz
Gordonia_hirsuta	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/333/015/GCF_000333015.1_ASM33301v1/GCF_000333015.1_ASM33301v1_genomic.fna.gz
Curtobacterium_sp_B8	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/333/315/GCF_000333315.1_ASM33331v1/GCF_000333315.1_ASM33331v1_genomic.fna.gz
Curtobacterium_sp_B18	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/333/375/GCF_000333375.1_ASM33337v1/GCF_000333375.1_ASM33337v1_genomic.fna.gz
Microbacterium_sp_B19	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/333/395/GCF_000333395.1_ASM33339v1/GCF_000333395.1_ASM33339v1_genomic.fna.gz
Rhodopseudomonas_sp_B29	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/333/455/GCF_000333455.1_ASM33345v1/GCF_000333455.1_ASM33345v1_genomic.fna.gz
Ideonella_sp_B508_1	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/333/615/GCF_000333615.1_ASM33361v1/GCF_000333615.1_ASM33361v1_genomic.fna.gz
Methylobacterium_sp_MB200	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/333/655/GCF_000333655.1_Methylobacterium_sp._MB200_genome_sequence_1.0/GCF_000333655.1_Methylobacterium_sp._MB200_genome_sequence_1.0_genomic.fna.gz
Rhodococcus_sp_AW25M09	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/333/955/GCF_000333955.1_ASM33395v1/GCF_000333955.1_ASM33395v1_genomic.fna.gz
Bacillus_sp_L1_2012	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/334/155/GCF_000334155.1_L1/GCF_000334155.1_L1_genomic.fna.gz
Halomonas_jeotgali	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/334/215/GCF_000334215.1_Hwa/GCF_000334215.1_Hwa_genomic.fna.gz
Blattabacterium_sp_Blatta_orientalis	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/334/405/GCF_000334405.1_ASM33440v1/GCF_000334405.1_ASM33440v1_genomic.fna.gz
Gordonia_soli	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/334/455/GCF_000334455.1_ASM33445v1/GCF_000334455.1_ASM33445v1_genomic.fna.gz
Dyella_ginsengisoli	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/334/915/GCF_000334915.1_version_1_of_the_Dyella_ginsengisoli_LA-4_genome/GCF_000334915.1_version_1_of_the_Dyella_ginsengisoli_LA-4_genome_genomic.fna.gz
Acinetobacter_sp_WC_743	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/335/555/GCF_000335555.1_gacin40v1.0/GCF_000335555.1_gacin40v1.0_genomic.fna.gz
Flavobacterium_sp_WG21	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/335/775/GCF_000335775.1_WG21.1.0/GCF_000335775.1_WG21.1.0_genomic.fna.gz
Janthinobacterium_sp_HH01	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/335/815/GCF_000335815.1_ASM33581v1/GCF_000335815.1_ASM33581v1_genomic.fna.gz
Erwinia_toletana	representative genome	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/255/GCF_000336255.1_v1.0/GCF_000336255.1_v1.0_genomic.fna.gz
Afipia_clevelandensis	representative genome	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/555/GCF_000336555.1_Afip_clev_ATCC49720_G12581_V1/GCF_000336555.1_Afip_clev_ATCC49720_G12581_V1_genomic.fna.gz
Haloarcula_amylolytica	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/615/GCF_000336615.1_ASM33661v1/GCF_000336615.1_ASM33661v1_genomic.fna.gz
Haloarcula_japonica	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/635/GCF_000336635.1_ASM33663v1/GCF_000336635.1_ASM33663v1_genomic.fna.gz
Halococcus_morrhuae	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/695/GCF_000336695.1_ASM33669v1/GCF_000336695.1_ASM33669v1_genomic.fna.gz
Halococcus_thailandensis	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/715/GCF_000336715.1_ASM33671v1/GCF_000336715.1_ASM33671v1_genomic.fna.gz
Haloferax_elongans	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/755/GCF_000336755.1_ASM33675v1/GCF_000336755.1_ASM33675v1_genomic.fna.gz
Haloferax_lucentense	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/795/GCF_000336795.1_ASM33679v1/GCF_000336795.1_ASM33679v1_genomic.fna.gz
Haloferax_prahovense	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/815/GCF_000336815.1_ASM33681v1/GCF_000336815.1_ASM33681v1_genomic.fna.gz
Haloferax_sp_ATCC_BAA_645	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/835/GCF_000336835.1_ASM33683v1/GCF_000336835.1_ASM33683v1_genomic.fna.gz
Haloferax_sp_ATCC_BAA_646	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/855/GCF_000336855.1_ASM33685v1/GCF_000336855.1_ASM33685v1_genomic.fna.gz
Halorubrum_californiense	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/875/GCF_000336875.1_ASM33687v1/GCF_000336875.1_ASM33687v1_genomic.fna.gz
Haloarcula_argentinensis	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/895/GCF_000336895.1_ASM33689v1/GCF_000336895.1_ASM33689v1_genomic.fna.gz
Halococcus_saccharolyticus	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/915/GCF_000336915.1_ASM33691v1/GCF_000336915.1_ASM33691v1_genomic.fna.gz
Halococcus_salifodinae	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/935/GCF_000336935.1_ASM33693v1/GCF_000336935.1_ASM33693v1_genomic.fna.gz
Haloferax_sp_ATCC_BAA_644	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/975/GCF_000336975.1_ASM33697v1/GCF_000336975.1_ASM33697v1_genomic.fna.gz
Halorubrum_aidingense	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/995/GCF_000336995.1_ASM33699v1/GCF_000336995.1_ASM33699v1_genomic.fna.gz
Halorubrum_arcis	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/015/GCF_000337015.1_ASM33701v1/GCF_000337015.1_ASM33701v1_genomic.fna.gz
Halorubrum_coriense	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/035/GCF_000337035.1_ASM33703v1/GCF_000337035.1_ASM33703v1_genomic.fna.gz
Halorubrum_distributum	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/055/GCF_000337055.1_ASM33705v1/GCF_000337055.1_ASM33705v1_genomic.fna.gz
Halorubrum_hochstenium	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/075/GCF_000337075.1_ASM33707v1/GCF_000337075.1_ASM33707v1_genomic.fna.gz
Halosarcina_pallida	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/095/GCF_000337095.1_ASM33709v1/GCF_000337095.1_ASM33709v1_genomic.fna.gz
Haloterrigena_thermotolerans	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/115/GCF_000337115.1_ASM33711v1/GCF_000337115.1_ASM33711v1_genomic.fna.gz
Natrialba_chahannaoensis	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/135/GCF_000337135.1_ASM33713v1/GCF_000337135.1_ASM33713v1_genomic.fna.gz
